vendor_id,vendor_performance_variability,shipping_route,warehouse_location,transportation_mode,political_instability_index,weather_condition_severity,disruption_occurred
V103,2.2,Africa-Europe,Mumbai,Rail,2.07,7.12,0
V106,9.6,Europe-US,Shanghai,Sea,7.96,7.42,1
V101,6.16,US-Asia,Berlin,Air,6.32,4.98,1
V104,5.57,Europe-US,Shanghai,Rail,3.18,8.98,1
V106,4.16,MiddleEast-Asia,Singapore,Sea,2.32,9.66,1
V105,4.29,MiddleEast-Asia,Shanghai,Road,8.79,3.62,1
V101,5.41,MiddleEast-Asia,Mumbai,Road,8.36,6.51,1
V101,6.96,Africa-Europe,Singapore,Road,2.3,6.62,1
V105,7.02,Asia-Europe,Berlin,Road,0.36,4.04,0
V103,1.72,Europe-US,Berlin,Sea,8.05,3.17,1
V106,5,US-Asia,Dubai,Air,6.16,9.34,1
V102,4.12,MiddleEast-Asia,Singapore,Sea,1.01,7.9,1
V104,8.71,Europe-US,Dubai,Air,5.87,1.14,1
V102,6.31,MiddleEast-Asia,Dubai,Road,4.52,1.2,0
V105,5.33,MiddleEast-Asia,Mumbai,Rail,7.75,9.23,1
V101,1.15,US-Asia,Shanghai,Rail,2.09,0.81,0
V101,6.06,Africa-Europe,Berlin,Rail,4.53,6.88,1
V104,1.17,Asia-Europe,Berlin,Air,1.56,2.27,0
V101,3.37,Africa-Europe,Shanghai,Road,9.58,0.35,1
V101,1.43,Europe-US,Berlin,Sea,7.79,0.6,0
V104,6.92,Africa-Europe,Shanghai,Rail,7.37,3.74,1
V106,2.06,Europe-US,Singapore,Air,6.9,0.78,0
V106,3.92,Europe-US,Mumbai,Rail,4.23,5.97,1
V104,8.96,Asia-Europe,Mumbai,Sea,9.23,6.47,1
V105,2.04,US-Asia,Mumbai,Road,0.73,3.73,0
V101,5.08,Asia-Europe,Shanghai,Sea,8.03,7.43,1
V101,4.19,Africa-Europe,Shanghai,Road,2.15,4.9,0
V105,0.18,Europe-US,New York,Road,3.24,4.3,0
V106,7.93,MiddleEast-Asia,Berlin,Road,5.19,4.07,1
V103,0.69,MiddleEast-Asia,Berlin,Rail,7.83,4.31,1
V103,4.74,Europe-US,New York,Sea,8.39,9.68,1
V103,5.61,Asia-Europe,New York,Rail,5.84,6.81,1
V106,6.28,US-Asia,Mumbai,Sea,4.03,3.15,1
V106,6.89,Asia-Europe,New York,Air,9.47,7.34,1
V105,2.53,Europe-US,Shanghai,Air,2.47,3.3,0
V101,0.1,Europe-US,Dubai,Sea,8.03,1.26,0
V105,7.23,US-Asia,Shanghai,Sea,6.12,4.75,1
V105,5.36,Africa-Europe,New York,Sea,3.77,7.51,1
V106,8.36,Africa-Europe,Berlin,Sea,0.01,3.78,0
V103,8.21,US-Asia,Shanghai,Road,4.47,8.69,1
V102,8.43,Africa-Europe,Berlin,Rail,2.77,3.87,1
V101,4.85,MiddleEast-Asia,Shanghai,Road,1.04,3.5,0
V106,3.34,Africa-Europe,Berlin,Rail,0.75,9.98,1
V103,7.92,Africa-Europe,Singapore,Rail,3.48,4.82,1
V102,4.51,Africa-Europe,Shanghai,Rail,6.15,8.05,1
V102,1.83,MiddleEast-Asia,Berlin,Road,8.38,8.05,1
V106,8.55,Africa-Europe,Dubai,Sea,1.84,9.26,1
V104,8.83,MiddleEast-Asia,Mumbai,Road,4.25,0.85,1
V101,4.66,US-Asia,Shanghai,Road,3.92,2.71,0
V102,0.76,Asia-Europe,Dubai,Rail,5.13,7.68,1
V106,3.88,US-Asia,Mumbai,Air,8.1,5.63,1
V106,8.04,Asia-Europe,Shanghai,Air,5.54,5.6,1
V103,9.02,US-Asia,Dubai,Road,8.47,1.66,1
V104,2.03,Asia-Europe,Dubai,Rail,5.19,2.81,0
V101,0.67,Asia-Europe,Singapore,Road,6.04,5.21,0
V105,8.77,Europe-US,Dubai,Road,4.37,2.77,1
V103,3.89,Asia-Europe,Singapore,Sea,8.23,2.1,1
V102,5.42,Asia-Europe,New York,Rail,9.24,0.88,1
V102,9.68,Europe-US,Berlin,Air,6.39,1.56,1
V103,0.67,Africa-Europe,Mumbai,Air,8.21,7.69,1
V106,6.48,Africa-Europe,Berlin,Air,0.59,7.19,1
V102,0.74,Europe-US,Berlin,Road,9.06,0.46,0
V104,3.75,MiddleEast-Asia,Singapore,Rail,1.89,2.03,0
V101,8.04,Asia-Europe,Berlin,Sea,2.57,5.6,1
V104,4.33,Asia-Europe,Dubai,Air,0.53,3.23,0
V102,9.97,Europe-US,Singapore,Rail,9.65,8.23,1
V105,5.59,Europe-US,Berlin,Air,8.52,7.85,1
V101,3.21,MiddleEast-Asia,Singapore,Sea,9.13,8.92,1
V101,2.2,Africa-Europe,New York,Rail,8.47,5.63,1
V103,3.51,US-Asia,Singapore,Road,4.8,3.52,0
V103,3.73,Africa-Europe,Shanghai,Road,9.24,6.06,1
V105,0.69,Asia-Europe,Dubai,Air,9.69,0.89,0
V106,3.7,Europe-US,Mumbai,Air,5.03,0.1,0
V101,4.64,MiddleEast-Asia,Shanghai,Rail,1.76,0.17,0
V105,7.23,Africa-Europe,Shanghai,Sea,6.59,4.08,1
V103,6.57,MiddleEast-Asia,Shanghai,Air,9.75,2.28,1
V103,7.09,Africa-Europe,Berlin,Rail,8.72,1.57,1
V101,0.08,Asia-Europe,Singapore,Sea,8.62,6.15,1
V104,2.18,US-Asia,Singapore,Air,9.34,9.95,1
V102,6.62,MiddleEast-Asia,Berlin,Air,8.94,1.78,1
V103,4.84,MiddleEast-Asia,Dubai,Rail,7.76,5.46,1
V106,0.05,US-Asia,Berlin,Air,7.18,1.2,0
V106,8.04,MiddleEast-Asia,Berlin,Road,2.65,9.34,1
V103,7.73,MiddleEast-Asia,Berlin,Sea,6.21,2.92,1
V104,5.48,Africa-Europe,Dubai,Sea,5.21,8.78,1
V104,0.66,Africa-Europe,Dubai,Road,8.62,2.83,0
V105,7.67,US-Asia,New York,Rail,4.92,8.06,1
V106,5.84,Asia-Europe,New York,Road,1.28,2.09,0
V105,7.82,MiddleEast-Asia,New York,Road,0.05,2.93,0
V106,7.52,Asia-Europe,New York,Sea,6.78,1.92,1
V102,8.03,US-Asia,Singapore,Rail,5.5,2.64,1
V102,5.18,US-Asia,Shanghai,Air,3.31,8.35,1
V101,1.4,Africa-Europe,Shanghai,Road,1.69,6.39,0
V105,6.71,MiddleEast-Asia,New York,Road,4.67,4.06,1
V103,6.2,Europe-US,New York,Rail,1,9.72,1
V105,7.42,US-Asia,Mumbai,Road,3.36,4.65,1
V103,1.7,MiddleEast-Asia,Shanghai,Rail,3.79,9.7,1
V104,1.95,Asia-Europe,Mumbai,Air,4.66,1.97,0
V105,8.9,Africa-Europe,Mumbai,Rail,4.67,9.05,1
V104,7.5,Asia-Europe,Berlin,Air,2.57,0.14,0
V102,9.08,US-Asia,Singapore,Rail,8.5,5.45,1
V102,7.59,US-Asia,Dubai,Road,3.56,4.23,1
V101,5.97,Asia-Europe,Shanghai,Air,2.3,5.25,1
V105,6.54,US-Asia,New York,Road,1.76,5.53,1
V104,8.89,MiddleEast-Asia,New York,Air,3.23,3.89,1
V103,5.79,US-Asia,Dubai,Rail,0.68,9.98,1
V102,6.32,Africa-Europe,Shanghai,Rail,0.33,9.77,1
V102,1.56,MiddleEast-Asia,New York,Rail,6.05,9.62,1
V103,4.74,Europe-US,New York,Sea,6.19,9.79,1
V104,7.16,US-Asia,Berlin,Sea,5.3,7.93,1
V104,2.71,US-Asia,Mumbai,Air,7.62,9.89,1
V105,2.02,Africa-Europe,New York,Sea,0.39,8.92,0
V105,3.14,Africa-Europe,Singapore,Rail,9.36,4.16,1
V106,2.42,Asia-Europe,Shanghai,Sea,0.95,7.85,0
V106,2.15,Asia-Europe,Singapore,Sea,6.74,9.12,1
V101,4.25,Asia-Europe,Dubai,Road,1.33,7.13,1
V102,9.08,Africa-Europe,Berlin,Air,8.8,4.23,1
V105,5.07,Asia-Europe,Shanghai,Air,5.11,0.66,0
V104,1.88,Asia-Europe,Berlin,Air,0.82,8.1,0
V103,0.77,Europe-US,Mumbai,Sea,6.17,9.53,1
V104,6.96,Asia-Europe,New York,Rail,0.09,3.62,0
V102,3.83,US-Asia,Shanghai,Road,7.76,1.52,1
V106,8.22,Africa-Europe,Dubai,Air,6.51,3.27,1
V104,6.6,MiddleEast-Asia,Mumbai,Sea,2.13,5.83,1
V101,7.96,Europe-US,Mumbai,Rail,3.75,3.17,1
V102,2.72,Africa-Europe,Berlin,Road,0.08,6.11,0
V106,6.92,Africa-Europe,Mumbai,Road,6.94,9.67,1
V103,2.64,US-Asia,Shanghai,Air,3.23,6.71,1
V106,9.39,Asia-Europe,Berlin,Air,5.72,3.63,1
V101,6.36,US-Asia,Mumbai,Rail,9.57,9.36,1
V102,3.25,Asia-Europe,Dubai,Sea,2.99,5.66,0
V103,2.7,Asia-Europe,Singapore,Rail,9.9,1.28,1
V101,1.91,Africa-Europe,Shanghai,Air,6.33,4.99,1
V106,6.95,Asia-Europe,Dubai,Rail,2.42,6.54,1
V101,2.19,Europe-US,Dubai,Sea,4.37,8.38,1
V102,5.95,Europe-US,Berlin,Road,7.4,9.36,1
V105,2.65,Europe-US,New York,Road,4.46,3.17,0
V101,6.62,Africa-Europe,Berlin,Road,0.69,1.56,0
V101,8.15,US-Asia,Shanghai,Road,1.69,0.74,0
V106,7.78,MiddleEast-Asia,Shanghai,Air,7.91,7.38,1
V106,7.61,Asia-Europe,Berlin,Air,6.48,7.95,1
V103,1.88,MiddleEast-Asia,New York,Sea,5.7,4.09,0
V106,0.88,US-Asia,Berlin,Sea,1.68,3.96,0
V104,6.99,US-Asia,Shanghai,Sea,8.38,9.54,1
V102,3.68,Africa-Europe,New York,Sea,9.61,9.17,1
V102,4.32,Europe-US,Shanghai,Rail,0.41,2.33,0
V105,0.31,Europe-US,New York,Sea,0.78,7.81,0
V105,2.6,US-Asia,New York,Road,8.85,6.23,1
V102,0.34,Africa-Europe,Berlin,Road,8.16,1.54,0
V105,8.79,Africa-Europe,Berlin,Road,6.18,3.57,1
V103,2.43,Asia-Europe,Berlin,Rail,9.45,1.77,1
V106,5.57,Europe-US,New York,Sea,6.46,2.95,1
V102,0.39,US-Asia,New York,Road,2.16,6.15,0
V105,6.67,MiddleEast-Asia,Shanghai,Road,7.29,3.75,1
V102,3.23,Europe-US,Dubai,Road,6.46,3.94,1
V104,8.98,Asia-Europe,Berlin,Road,9.86,5.4,1
V101,8.88,Africa-Europe,Singapore,Air,2.14,0.87,0
V106,3.25,US-Asia,Shanghai,Sea,5.98,7.39,1
V102,9.01,Europe-US,Shanghai,Sea,7.8,4.02,1
V101,9.96,MiddleEast-Asia,Mumbai,Rail,3.39,4.8,1
V105,8.25,Asia-Europe,Berlin,Air,3.8,9.74,1
V101,8.45,Asia-Europe,Shanghai,Rail,8.88,3.44,1
V106,2.49,Europe-US,Mumbai,Road,4.04,6.48,1
V102,5.77,MiddleEast-Asia,Singapore,Rail,6.25,3.93,1
V104,0.67,Asia-Europe,Singapore,Road,8.89,8.94,1
V105,0.95,US-Asia,Berlin,Road,2.1,8.47,0
V102,9.99,Asia-Europe,New York,Sea,9.82,2.42,1
V106,3.27,MiddleEast-Asia,Mumbai,Sea,7.02,6.92,1
V105,7.48,Africa-Europe,New York,Sea,4.96,0.65,1
V103,8.07,Africa-Europe,Singapore,Sea,4.31,9.63,1
V101,8.58,Europe-US,Singapore,Sea,9.54,3.49,1
V106,9.98,MiddleEast-Asia,Dubai,Air,2.06,8.32,1
V103,2.41,Asia-Europe,Dubai,Sea,3.12,3.18,0
V102,0.4,Asia-Europe,Dubai,Rail,3.08,6.33,0
V104,4.11,Africa-Europe,Dubai,Road,2.89,9.84,1
V105,1.3,Africa-Europe,Shanghai,Sea,4.69,8.77,1
V101,0.22,US-Asia,Dubai,Air,9.89,1.6,0
V105,3.6,Africa-Europe,Shanghai,Rail,8.89,5.47,1
V102,7.84,US-Asia,Shanghai,Rail,3.28,3.49,1
V105,5.66,Asia-Europe,Berlin,Road,4.23,4.34,1
V101,3.13,US-Asia,Shanghai,Rail,6.69,3.35,1
V102,6.54,US-Asia,Shanghai,Rail,0.17,3.36,0
V105,2.32,Europe-US,Dubai,Rail,8.2,5.43,1
V104,0.14,Africa-Europe,Shanghai,Rail,8.8,1.92,0
V106,7.64,US-Asia,New York,Air,8.57,5.37,1
V102,6.24,Asia-Europe,Dubai,Road,3.75,2.79,1
V106,7.62,MiddleEast-Asia,Mumbai,Sea,4.62,2.89,1
V102,0.39,US-Asia,Dubai,Rail,0.12,7.39,0
V104,8.37,Africa-Europe,Shanghai,Air,3.99,0.3,1
V106,6.2,Europe-US,New York,Road,4.6,3.81,1
V103,5.63,Asia-Europe,Dubai,Sea,9.07,4.08,1
V101,6.25,Europe-US,New York,Road,8.94,4.85,1
V103,8.64,MiddleEast-Asia,Mumbai,Air,9.66,6.69,1
V105,5.87,US-Asia,Singapore,Air,8.85,3.7,1
V104,5.81,US-Asia,Mumbai,Air,0.08,2.13,0
V103,9.91,Africa-Europe,Singapore,Rail,6.41,8.85,1
V102,7.57,US-Asia,Berlin,Air,0.68,9.81,1
V105,4.42,Asia-Europe,Singapore,Sea,2.73,0.2,0
V105,7.07,MiddleEast-Asia,Berlin,Rail,5.78,5.46,1
V103,3.89,Europe-US,Dubai,Road,7.01,3.42,1
V103,2.29,MiddleEast-Asia,Berlin,Sea,6.55,2.77,0
V104,5.97,US-Asia,New York,Rail,0.49,3.36,0
V101,9.28,Europe-US,Berlin,Air,1.04,6.39,1
V103,9.29,Africa-Europe,New York,Road,1.29,1.91,0
V103,3.42,MiddleEast-Asia,Singapore,Air,0.91,9.13,1
V106,5.28,Europe-US,Singapore,Sea,1.78,4.66,0
V102,2.12,Europe-US,Singapore,Sea,6.88,3.26,0
V106,9.96,Europe-US,Berlin,Rail,8.31,7.66,1
V106,9.81,Asia-Europe,Singapore,Sea,4.09,0.16,1
V105,6.5,MiddleEast-Asia,Berlin,Road,6.93,4.32,1
V101,8.04,Europe-US,Berlin,Rail,2,3.55,1
V102,7.15,MiddleEast-Asia,Shanghai,Road,9.73,3.38,1
V104,5.93,Europe-US,Shanghai,Air,3.5,3.37,1
V104,0.53,Africa-Europe,Berlin,Road,8.46,0.31,0
V103,4.55,Africa-Europe,New York,Road,9.45,1.52,1
V103,6.75,Africa-Europe,Dubai,Sea,8.65,1.42,1
V104,6.78,US-Asia,Mumbai,Air,0.67,9.89,1
V103,3.73,Europe-US,Shanghai,Sea,6.5,0.22,0
V101,9.42,US-Asia,Berlin,Air,1.2,1.67,0
V106,1.67,MiddleEast-Asia,Mumbai,Air,0.06,9.74,0
V103,5,US-Asia,Shanghai,Road,0.52,6.28,0
V105,6.91,MiddleEast-Asia,Dubai,Sea,9.16,4.51,1
V103,6.97,MiddleEast-Asia,New York,Road,9.08,0.79,1
V102,6.49,MiddleEast-Asia,Berlin,Road,2.26,6.7,1
V101,2.75,US-Asia,Dubai,Road,5.47,1.38,0
V102,1.56,Europe-US,Shanghai,Air,9.55,6.71,1
V102,6.36,US-Asia,Berlin,Sea,4.97,9.79,1
V105,5.99,Europe-US,Mumbai,Sea,3.94,5.32,1
V101,1.79,Europe-US,Singapore,Road,4.83,2.14,0
V101,7.05,MiddleEast-Asia,New York,Air,7.9,6.25,1
V101,4.55,US-Asia,Shanghai,Sea,4.77,5.13,1
V101,6.68,Europe-US,New York,Rail,7.83,5.33,1
V101,8.37,Africa-Europe,Berlin,Sea,4.32,4.78,1
V105,1.7,Europe-US,Singapore,Road,2.52,6.74,0
V103,0.19,Africa-Europe,Dubai,Rail,3.26,5.72,0
V102,7.79,US-Asia,New York,Air,0.78,9.87,1
V101,6.1,US-Asia,Mumbai,Rail,4.97,8.26,1
V103,7,US-Asia,Shanghai,Rail,1.48,2.65,0
V103,8.38,Europe-US,Mumbai,Road,8.12,7.26,1
V102,8.03,Asia-Europe,New York,Sea,4.21,2.14,1
V105,9.61,Europe-US,Singapore,Air,7.65,7.82,1
V104,5.36,Europe-US,Dubai,Rail,9.54,1.48,1
V104,4.88,MiddleEast-Asia,Dubai,Road,8.49,4.74,1
V103,4.02,MiddleEast-Asia,Mumbai,Sea,9.51,7.91,1
V106,1.54,Europe-US,Berlin,Rail,5.68,2.8,0
V106,5.73,Africa-Europe,Berlin,Road,1.65,8.37,1
V102,2.77,MiddleEast-Asia,Singapore,Road,9.35,6.44,1
V104,9.21,Europe-US,Dubai,Road,8.69,3.98,1
V103,5.83,Asia-Europe,Mumbai,Air,8.64,4.23,1
V105,5.93,Africa-Europe,Mumbai,Sea,6.93,9.26,1
V104,3.55,US-Asia,Mumbai,Rail,6.25,2.18,0
V103,0.52,Europe-US,New York,Sea,0.15,6.93,0
V103,0.32,Europe-US,Singapore,Sea,7.48,7.07,1
V101,4.23,Africa-Europe,Berlin,Rail,0.92,9.22,1
V105,0.85,MiddleEast-Asia,Berlin,Sea,2.6,7.13,0
V101,6.07,MiddleEast-Asia,New York,Air,5.51,5.84,1
V102,8.81,MiddleEast-Asia,Shanghai,Rail,4.52,9.03,1
V101,8.83,US-Asia,New York,Rail,0.16,8.29,1
V101,6.59,Africa-Europe,Singapore,Road,8.24,7.17,1
V104,2.11,Africa-Europe,Mumbai,Sea,8.79,0.33,0
V106,8.63,MiddleEast-Asia,New York,Rail,6.82,3.74,1
V103,8.86,MiddleEast-Asia,Mumbai,Rail,5.41,6.32,1
V105,1.97,Asia-Europe,Singapore,Air,9.61,5.22,1
V101,7.37,Asia-Europe,Singapore,Road,1.2,3.19,0
V105,2.87,Europe-US,Dubai,Rail,7.38,1.44,0
V106,8.03,Europe-US,Mumbai,Air,1.28,5.53,1
V106,9.97,Africa-Europe,Berlin,Rail,3.82,2.86,1
V101,0.3,Africa-Europe,New York,Rail,5.85,2.33,0
V102,8.97,US-Asia,Singapore,Rail,7.37,3.99,1
V101,6.23,US-Asia,Mumbai,Air,0.04,7.85,1
V104,9.73,Asia-Europe,Shanghai,Sea,2.61,4.88,1
V103,4.65,Europe-US,Dubai,Rail,5.38,2.16,0
V102,8.47,Asia-Europe,Shanghai,Rail,5.33,1.17,1
V101,0.62,Asia-Europe,Singapore,Sea,6.38,4.99,0
V105,3.35,Europe-US,Shanghai,Rail,3.04,7.94,1
V102,0.67,US-Asia,Shanghai,Road,5.41,6.53,1
V102,9.75,Europe-US,Dubai,Rail,1.9,2.32,1
V101,8.17,MiddleEast-Asia,Dubai,Road,1.87,4.37,1
V102,8.53,MiddleEast-Asia,Dubai,Sea,5.77,8.55,1
V105,9.38,MiddleEast-Asia,Dubai,Air,6.85,1.78,1
V106,0.85,Africa-Europe,Shanghai,Sea,1.2,5.32,0
V102,3.86,US-Asia,Berlin,Rail,1.23,3.56,0
V106,0.71,US-Asia,Berlin,Road,5.65,1.24,0
V105,2.11,Africa-Europe,Dubai,Air,2.7,0.5,0
V101,2.29,Asia-Europe,New York,Rail,3.92,5.56,0
V103,4.69,MiddleEast-Asia,Mumbai,Air,4.01,0.21,0
V102,2.69,MiddleEast-Asia,Singapore,Air,1.79,1.03,0
V103,1.01,Asia-Europe,New York,Rail,0.01,3.48,0
V105,1.67,Europe-US,Singapore,Sea,8.53,0.44,0
V102,1.47,Europe-US,New York,Rail,7.15,4,1
V106,9.73,US-Asia,New York,Rail,6.91,1.3,1
V104,7.59,Africa-Europe,Berlin,Sea,5.47,3.5,1
V103,9.68,US-Asia,Mumbai,Road,7.01,7.91,1
V102,4.4,Europe-US,New York,Rail,9.36,6.26,1
V103,2.78,Asia-Europe,Dubai,Air,6.66,4.45,1
V102,7.98,US-Asia,Singapore,Rail,2.65,0.92,0
V101,3.26,MiddleEast-Asia,Berlin,Rail,5.71,6.19,1
V106,2.99,MiddleEast-Asia,Singapore,Air,4.42,1.64,0
V103,2.33,Asia-Europe,Dubai,Sea,5.56,0.77,0
V104,1.3,Europe-US,Dubai,Road,5.18,6.64,1
V104,2.56,MiddleEast-Asia,New York,Road,8.59,9.12,1
V105,3.55,MiddleEast-Asia,Dubai,Air,6.52,4.61,1
V102,6.74,Africa-Europe,Mumbai,Sea,1.89,0.41,0
V103,0.63,US-Asia,Dubai,Rail,0.63,8.8,0
V105,2.11,Europe-US,New York,Rail,4.24,0.67,0
V103,8.09,US-Asia,Singapore,Rail,0.16,8.68,1
V102,1.47,Europe-US,Dubai,Rail,3.18,3.92,0
V104,3.43,MiddleEast-Asia,Berlin,Rail,3.68,3.65,0
V101,8.65,Africa-Europe,Berlin,Air,3.76,5.43,1
V104,1.55,US-Asia,Berlin,Rail,9.79,9.57,1
V105,0.83,MiddleEast-Asia,Singapore,Rail,3.04,8.99,1
V106,4.85,Europe-US,Shanghai,Sea,2.65,4.7,0
V101,3.02,US-Asia,Berlin,Rail,1.29,6.96,0
V105,5.63,US-Asia,Berlin,Road,5.11,5.8,1
V102,8.04,MiddleEast-Asia,Shanghai,Air,1.54,6.93,1
V101,1.37,US-Asia,Singapore,Air,6.16,8.29,1
V105,5.81,Africa-Europe,Berlin,Air,1.55,0.34,0
V102,5.06,Africa-Europe,New York,Road,5.77,3.26,1
V104,1.44,MiddleEast-Asia,Singapore,Rail,8.26,9.59,1
V106,6.24,Europe-US,Berlin,Air,0.43,9.49,1
V102,2.74,MiddleEast-Asia,Berlin,Road,4.2,0.11,0
V103,4.88,Africa-Europe,Shanghai,Sea,4.61,2.01,0
V102,0.82,Asia-Europe,New York,Rail,7.91,9.94,1
V102,4.6,Asia-Europe,Singapore,Road,4.68,4.93,1
V106,3.06,US-Asia,Dubai,Rail,5.68,5.73,1
V103,8.22,US-Asia,Mumbai,Sea,7.91,1.66,1
V105,0.57,Asia-Europe,New York,Road,5.6,8.94,1
V105,4.19,Africa-Europe,Dubai,Rail,3.58,2.31,0
V102,4.58,US-Asia,New York,Road,0.86,1.9,0
V103,7.25,MiddleEast-Asia,Dubai,Air,7.3,2.28,1
V103,5.74,MiddleEast-Asia,Dubai,Rail,8.71,9.2,1
V106,6.67,Africa-Europe,New York,Road,9.7,7.03,1
V104,7.77,US-Asia,Shanghai,Air,9.27,7.69,1
V105,8.62,MiddleEast-Asia,New York,Sea,7.97,3.77,1
V106,3.14,US-Asia,New York,Rail,6.43,9.09,1
V101,5.38,US-Asia,Dubai,Rail,7.81,7.89,1
V105,8.4,MiddleEast-Asia,Mumbai,Sea,4.32,7.51,1
V106,9.89,Asia-Europe,Dubai,Air,5.95,9.71,1
V105,8.9,MiddleEast-Asia,Berlin,Sea,3.49,3.66,1
V104,3.71,Africa-Europe,New York,Rail,3.27,6.11,1
V101,1.95,Europe-US,Singapore,Road,7.57,9.1,1
V104,4.89,MiddleEast-Asia,New York,Air,4.54,7.91,1
V101,7.42,US-Asia,Shanghai,Air,2.12,5.63,1
V102,4.93,US-Asia,Singapore,Air,2.02,0.76,0
V106,4.83,MiddleEast-Asia,Dubai,Sea,8.59,6.53,1
V101,8.38,Europe-US,Shanghai,Sea,6.78,5.27,1
V104,3.61,MiddleEast-Asia,New York,Road,5.46,1.84,0
V105,8.6,Europe-US,Dubai,Road,4.01,8.82,1
V101,4.07,Europe-US,Dubai,Air,4.31,3.43,0
V106,3.28,Africa-Europe,Berlin,Road,0.57,3.87,0
V101,4.54,US-Asia,Berlin,Sea,4.55,6.72,1
V103,7.62,US-Asia,Mumbai,Road,7.95,4.89,1
V105,1.26,Europe-US,Berlin,Sea,3.88,0.89,0
V106,1.96,US-Asia,Singapore,Road,3.84,3.87,0
V106,9.51,Asia-Europe,Dubai,Rail,0.16,0.94,0
V102,1.75,Europe-US,Berlin,Sea,4.58,1.91,0
V104,5.68,US-Asia,Mumbai,Rail,0.25,0.07,0
V102,5.79,Asia-Europe,New York,Sea,5.7,1.81,1
V106,4.9,Africa-Europe,Singapore,Road,5.07,3.3,1
V105,6.45,US-Asia,Berlin,Rail,8.4,5.38,1
V101,2.3,Asia-Europe,Dubai,Road,5.82,9.19,1
V101,5.53,MiddleEast-Asia,New York,Sea,3.23,5.4,1
V105,3.72,MiddleEast-Asia,Dubai,Rail,5.16,7.06,1
V106,6.62,Asia-Europe,New York,Air,7,3.58,1
V101,1.41,Europe-US,Singapore,Road,0.94,7.52,0
V101,5.71,Europe-US,Dubai,Sea,6.21,6.2,1
V101,1.85,US-Asia,Berlin,Rail,9.17,4.6,1
V104,2.79,MiddleEast-Asia,Berlin,Road,2.99,1.94,0
V104,2.19,Europe-US,Mumbai,Rail,6.27,3.04,0
V103,1.83,Europe-US,New York,Road,8.21,6.21,1
V102,8.26,MiddleEast-Asia,Mumbai,Road,5.12,4.26,1
V105,2.86,Africa-Europe,Shanghai,Road,7.18,8.89,1
V105,9.27,Europe-US,Berlin,Rail,3.11,2.35,1
V105,9.7,Asia-Europe,New York,Rail,3.06,0.73,1
V103,5.71,US-Asia,Singapore,Road,6.68,5.89,1
V104,1.43,Europe-US,Mumbai,Air,7.05,8.86,1
V106,3.75,Europe-US,Singapore,Air,9.37,3.65,1
V106,7.98,Africa-Europe,Singapore,Air,2.25,6.48,1
V103,3.67,Asia-Europe,Singapore,Sea,4.68,2.31,0
V106,0.87,US-Asia,Mumbai,Air,2.51,5.58,0
V105,5.57,Europe-US,Shanghai,Rail,0.8,7.87,1
V102,8.45,US-Asia,Mumbai,Air,4.03,8.67,1
V101,7.96,MiddleEast-Asia,Dubai,Rail,3.74,1.05,1
V104,1.75,Europe-US,Berlin,Sea,2.7,3.56,0
V104,6.73,Europe-US,Mumbai,Rail,2.97,6.4,1
V103,2.21,MiddleEast-Asia,Mumbai,Rail,3.6,0.35,0
V104,2.18,Africa-Europe,Shanghai,Rail,9.89,6.91,1
V105,8.74,Europe-US,Dubai,Air,7.83,5.28,1
V106,2.5,US-Asia,Mumbai,Road,0.71,2.89,0
V105,2.63,Asia-Europe,Berlin,Rail,8.72,8.15,1
V103,0.01,US-Asia,Berlin,Air,6.33,2.9,0
V105,8.71,Africa-Europe,Mumbai,Air,8.91,9.91,1
V106,7.93,Asia-Europe,Singapore,Air,3.42,8.16,1
V102,6.27,US-Asia,Singapore,Road,4.65,7.08,1
V103,7.5,US-Asia,Dubai,Road,8.96,0.61,1
V102,1.52,MiddleEast-Asia,Berlin,Road,2.73,9.04,1
V101,4.58,Africa-Europe,Singapore,Road,9.16,7.9,1
V102,3.51,MiddleEast-Asia,Berlin,Sea,8.28,2.29,1
V101,0.94,Asia-Europe,Dubai,Road,9.81,3.92,1
V101,4.86,MiddleEast-Asia,Dubai,Road,3.24,2.69,0
V102,9.21,Africa-Europe,Singapore,Road,2.36,9.84,1
V103,0.4,Europe-US,Mumbai,Rail,3.31,8.54,0
V106,2.91,Europe-US,New York,Rail,9.55,9.3,1
V105,2.08,Asia-Europe,Shanghai,Road,3.33,7.89,1
V105,2.38,Europe-US,New York,Sea,5.65,4.56,1
V106,9.08,MiddleEast-Asia,New York,Rail,4.04,2.05,1
V101,4.68,Asia-Europe,Berlin,Air,3.96,2.08,0
V101,4.66,Africa-Europe,Dubai,Rail,1.93,1.52,0
V103,7.61,Asia-Europe,Berlin,Air,5.37,5.47,1
V104,1.54,Asia-Europe,Singapore,Rail,8.49,9.2,1
V102,4.87,US-Asia,Shanghai,Road,0.49,9.92,1
V101,4.3,US-Asia,Singapore,Rail,8.89,2.87,1
V105,5.97,Asia-Europe,Mumbai,Road,6.65,6.97,1
V103,10,Europe-US,Shanghai,Road,6.17,5.97,1
V102,7.69,US-Asia,Berlin,Rail,6.26,4.89,1
V103,3.98,Africa-Europe,Berlin,Air,2.96,6.66,1
V102,8.28,MiddleEast-Asia,Singapore,Air,4.15,3.71,1
V102,1.71,US-Asia,Berlin,Rail,7.99,9.44,1
V106,0.3,Asia-Europe,Berlin,Road,3.06,7.05,0
V101,2.04,Europe-US,New York,Air,4.7,7.54,1
